employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP101278,45.0,83.0,IS,Influencer-Steadiness,ESFJ,107.0,23.0,1.0
EMP101279,35.0,43.0,DC,Dominant-Conscientious,ISTJ,,,4.0
EMP101280,96.0,92.0,SD,Steadiness-Dominant,ISTJ,137.0,35.0,3.0
EMP101281,37.0,51.0,DI,Dominant-Influencer,INTP,126.0,30.0,1.0
EMP101282,28.0,86.0,IC,Influencer-Conscientious,,,,1.0
EMP101283,51.0,24.0,CI,Conscientious-Influencer,,133.0,14.0,8.0
EMP101284,45.0,45.0,CI,Conscientious-Influencer,INFP,100.0,27.0,5.0
EMP101285,89.0,30.0,CS,Conscientious-Steadiness,ISTP,104.0,13.0,9.0
EMP101286,21.0,56.0,IS,Influencer-Steadiness,ISFJ,110.0,29.0,4.0
EMP101287,74.0,79.0,CS,Conscientious-Steadiness,INTP,,30.0,5.0
EMP101288,31.0,74.0,CD,Conscientious-Dominant,ENFP,92.0,35.0,3.0
EMP101289,87.0,62.0,SD,Steadiness-Dominant,ESTP,136.0,31.0,6.0
EMP101290,47.0,92.0,DI,Dominant-Influencer,INFP,80.0,20.0,10.0
EMP101291,25.0,82.0,DI,Dominant-Influencer,INFJ,107.0,24.0,6.0
EMP101292,40.0,73.0,,Conscientious-Steadiness,ENTP,,,3.0
EMP101293,77.0,41.0,,Dominant-Conscientious,ISFJ,120.0,28.0,7.0
EMP101294,94.0,90.0,ID,Influencer-Dominant,ISFJ,105.0,24.0,8.0
EMP101295,40.0,95.0,ID,Influencer-Dominant,ISTJ,86.0,23.0,9.0
EMP101296,20.0,43.0,DI,Dominant-Influencer,INTJ,98.0,16.0,1.0
EMP101297,96.0,93.0,,Steadiness-Influencer,INFJ,108.0,29.0,4.0
EMP101298,99.0,53.0,SC,Steadiness-Conscientious,ENFP,81.0,31.0,1.0
EMP101299,93.0,70.0,DC,Dominant-Conscientious,ENFP,114.0,22.0,8.0
EMP101300,62.0,94.0,ID,Influencer-Dominant,,110.0,32.0,5.0
EMP101301,23.0,65.0,SI,Steadiness-Influencer,ESTP,132.0,28.0,2.0
EMP101302,64.0,73.0,ID,Influencer-Dominant,ESFP,123.0,23.0,9.0
EMP101303,65.0,96.0,CD,Conscientious-Dominant,ESTP,83.0,33.0,10.0
EMP101304,62.0,84.0,IC,Influencer-Conscientious,ENTP,,,3.0
EMP101305,71.0,58.0,ID,Influencer-Dominant,INTP,89.0,40.0,3.0
EMP101306,52.0,21.0,DS,Dominant-Steadiness,ENFJ,129.0,35.0,1.0
EMP101307,56.0,90.0,CD,Conscientious-Dominant,INTJ,124.0,36.0,3.0
EMP101308,96.0,58.0,SI,Steadiness-Influencer,ESFJ,89.0,29.0,9.0
EMP101309,75.0,59.0,CI,Conscientious-Influencer,ENTJ,,,8.0
EMP101310,60.0,35.0,SI,Steadiness-Influencer,ISTP,116.0,25.0,8.0
EMP101311,30.0,50.0,SI,Steadiness-Influencer,ISFJ,,24.0,5.0
EMP101312,72.0,20.0,DI,Dominant-Influencer,ISTJ,100.0,34.0,8.0
EMP101313,83.0,44.0,ID,Influencer-Dominant,ISFP,,,2.0
EMP101314,39.0,99.0,CI,Conscientious-Influencer,ESTP,90.0,32.0,5.0
EMP101315,95.0,66.0,CS,Conscientious-Steadiness,INTJ,,,6.0
EMP101316,59.0,69.0,CD,Conscientious-Dominant,INTP,94.0,36.0,7.0
EMP101317,54.0,65.0,ID,Influencer-Dominant,INTJ,140.0,29.0,8.0
EMP101318,69.0,46.0,IC,Influencer-Conscientious,INFP,85.0,26.0,1.0
EMP101319,28.0,35.0,DI,Dominant-Influencer,,133.0,29.0,1.0
EMP101320,57.0,38.0,CD,Conscientious-Dominant,ENFP,81.0,33.0,2.0
EMP101321,25.0,42.0,CD,Conscientious-Dominant,INTJ,,,3.0
EMP101322,97.0,31.0,CI,Conscientious-Influencer,INFP,125.0,31.0,2.0
EMP101323,76.0,87.0,DI,Dominant-Influencer,ISTJ,131.0,29.0,5.0
EMP101324,20.0,47.0,CI,Conscientious-Influencer,ENFP,,22.0,4.0
EMP101325,57.0,40.0,SD,Steadiness-Dominant,,81.0,29.0,3.0
EMP101326,57.0,52.0,CD,Conscientious-Dominant,INTJ,100.0,32.0,5.0
EMP101327,36.0,60.0,DC,Dominant-Conscientious,ISTP,129.0,25.0,4.0
EMP101328,50.0,48.0,CD,Conscientious-Dominant,,98.0,17.0,7.0
EMP101329,43.0,78.0,DI,Dominant-Influencer,INTJ,,,5.0
EMP101330,51.0,40.0,CS,Conscientious-Steadiness,ESTJ,105.0,23.0,3.0
EMP101331,94.0,29.0,IC,Influencer-Conscientious,ISTP,130.0,24.0,9.0
EMP101332,36.0,25.0,,Dominant-Steadiness,ESFJ,87.0,30.0,3.0
EMP101333,54.0,66.0,CI,Conscientious-Influencer,ENFP,89.0,28.0,3.0
EMP101334,91.0,46.0,DI,Dominant-Influencer,INTJ,87.0,36.0,5.0
EMP101335,85.0,76.0,,Dominant-Steadiness,INFP,88.0,31.0,9.0
EMP101336,23.0,46.0,SI,Steadiness-Influencer,,127.0,25.0,4.0
EMP101337,87.0,20.0,CI,Conscientious-Influencer,INFP,,40.0,9.0
EMP101338,75.0,91.0,,Steadiness-Influencer,ISFJ,85.0,33.0,1.0
EMP101339,55.0,92.0,IS,Influencer-Steadiness,ISTP,80.0,22.0,10.0
EMP101340,30.0,37.0,,Conscientious-Influencer,ENFJ,109.0,26.0,4.0
EMP101341,65.0,30.0,CD,Conscientious-Dominant,ENTJ,109.0,30.0,9.0
EMP101342,50.0,89.0,DI,Dominant-Influencer,ISFJ,91.0,34.0,6.0
EMP101343,71.0,47.0,CI,Conscientious-Influencer,ISTP,101.0,36.0,9.0
EMP101344,90.0,70.0,SD,Steadiness-Dominant,INFP,89.0,34.0,10.0
EMP101345,96.0,25.0,IS,Influencer-Steadiness,INFP,120.0,26.0,1.0
EMP101346,46.0,60.0,CI,Conscientious-Influencer,ISFJ,107.0,32.0,1.0
EMP101347,40.0,38.0,DC,Dominant-Conscientious,ISTJ,85.0,32.0,1.0
EMP101348,77.0,31.0,DC,Dominant-Conscientious,ISFP,,,4.0
EMP101349,22.0,78.0,SD,Steadiness-Dominant,ISTP,132.0,23.0,8.0
EMP101350,53.0,49.0,SI,Steadiness-Influencer,ENFP,81.0,21.0,4.0
EMP101351,45.0,83.0,CS,Conscientious-Steadiness,INTJ,94.0,21.0,8.0
EMP101352,35.0,65.0,CD,Conscientious-Dominant,ISFP,120.0,21.0,6.0
EMP101353,51.0,80.0,CI,Conscientious-Influencer,ENFP,108.0,29.0,9.0
EMP101354,49.0,62.0,SC,Steadiness-Conscientious,ISFJ,,36.0,8.0
EMP101355,27.0,29.0,CD,Conscientious-Dominant,ENFJ,109.0,21.0,8.0
EMP101356,34.0,80.0,CS,Conscientious-Steadiness,INTP,140.0,41.0,4.0
EMP101357,41.0,94.0,SD,Steadiness-Dominant,ESFP,97.0,16.0,5.0
EMP101358,80.0,31.0,IS,Influencer-Steadiness,ISTP,108.0,27.0,7.0
EMP101359,62.0,74.0,CS,Conscientious-Steadiness,INTP,95.0,29.0,7.0
EMP101360,22.0,72.0,SI,Steadiness-Influencer,ENFP,124.0,18.0,1.0
EMP101361,29.0,82.0,DI,Dominant-Influencer,ESTJ,93.0,29.0,10.0
EMP101362,49.0,69.0,DC,Dominant-Conscientious,INFP,97.0,22.0,7.0
EMP101363,71.0,50.0,DS,Dominant-Steadiness,ESTP,133.0,43.0,1.0
EMP101364,41.0,34.0,SC,Steadiness-Conscientious,ENTP,,,1.0
EMP101365,20.0,87.0,SC,Steadiness-Conscientious,INFP,,16.0,1.0
EMP101366,85.0,87.0,ID,Influencer-Dominant,ISTP,117.0,19.0,10.0
EMP101367,43.0,32.0,SI,Steadiness-Influencer,ENFP,,43.0,8.0
EMP101368,86.0,33.0,DI,Dominant-Influencer,INFP,104.0,32.0,2.0
EMP101369,91.0,40.0,CI,Conscientious-Influencer,ENTJ,90.0,25.0,5.0
EMP101370,65.0,44.0,IC,Influencer-Conscientious,ISFP,128.0,35.0,10.0
EMP101371,55.0,46.0,CD,Conscientious-Dominant,ISTJ,,29.0,2.0
EMP101372,94.0,59.0,ID,Influencer-Dominant,,134.0,17.0,4.0
EMP101373,47.0,79.0,SI,Steadiness-Influencer,ISFP,81.0,35.0,1.0
EMP101374,82.0,84.0,SI,Steadiness-Influencer,ENFP,118.0,31.0,8.0
EMP101375,61.0,86.0,SI,Steadiness-Influencer,ESFP,,33.0,7.0
EMP101376,46.0,70.0,DC,Dominant-Conscientious,ESFJ,128.0,35.0,8.0
EMP101377,75.0,52.0,DI,Dominant-Influencer,ENTP,90.0,28.0,9.0
EMP101378,36.0,49.0,,Influencer-Steadiness,ISFP,137.0,25.0,6.0
EMP101379,71.0,44.0,IS,Influencer-Steadiness,ENTP,89.0,29.0,1.0
EMP101380,78.0,86.0,CI,Conscientious-Influencer,ESTP,108.0,28.0,10.0
EMP101381,85.0,39.0,CD,Conscientious-Dominant,INFP,110.0,38.0,3.0
EMP101382,39.0,69.0,CS,Conscientious-Steadiness,INTP,112.0,37.0,4.0
EMP101383,27.0,47.0,DI,Dominant-Influencer,INFJ,133.0,30.0,3.0
EMP101384,85.0,23.0,IC,Influencer-Conscientious,ESTJ,112.0,32.0,3.0
EMP101385,39.0,27.0,DS,Dominant-Steadiness,ENFP,,,2.0
EMP101386,74.0,75.0,CS,Conscientious-Steadiness,ENFJ,122.0,12.0,6.0
EMP101387,33.0,69.0,DC,Dominant-Conscientious,ESTP,112.0,24.0,1.0
EMP101388,79.0,67.0,ID,Influencer-Dominant,ENFP,116.0,20.0,1.0
EMP101389,88.0,93.0,DS,Dominant-Steadiness,ISTJ,91.0,30.0,2.0
EMP101390,95.0,73.0,,Dominant-Steadiness,ENFP,138.0,26.0,10.0
EMP101391,92.0,97.0,CD,Conscientious-Dominant,INTP,,,7.0
EMP101392,23.0,54.0,SC,Steadiness-Conscientious,ISTJ,121.0,25.0,3.0
EMP101393,21.0,98.0,ID,Influencer-Dominant,ENTP,91.0,21.0,9.0
EMP101394,27.0,62.0,SD,Steadiness-Dominant,ISFJ,,,4.0
EMP101395,48.0,93.0,SC,Steadiness-Conscientious,ESTJ,,,5.0
EMP101396,73.0,63.0,CD,Conscientious-Dominant,ESFP,105.0,22.0,4.0
EMP101397,22.0,83.0,SD,Steadiness-Dominant,ESTJ,103.0,13.0,8.0
EMP101398,66.0,56.0,SC,Steadiness-Conscientious,ESTP,100.0,33.0,2.0
EMP101399,79.0,72.0,DS,Dominant-Steadiness,ISTP,117.0,28.0,8.0
EMP101400,64.0,34.0,CI,Conscientious-Influencer,INFJ,106.0,34.0,7.0
EMP101401,44.0,32.0,CS,Conscientious-Steadiness,ESTP,138.0,27.0,4.0
EMP101402,71.0,87.0,DC,Dominant-Conscientious,ENTP,129.0,37.0,3.0
EMP101403,55.0,81.0,SC,Steadiness-Conscientious,ESTJ,122.0,31.0,9.0
EMP101404,62.0,94.0,DS,Dominant-Steadiness,ENTP,104.0,31.0,1.0
EMP101405,99.0,24.0,CI,Conscientious-Influencer,,124.0,18.0,8.0
EMP101406,76.0,35.0,ID,Influencer-Dominant,ENFJ,117.0,25.0,5.0
EMP101407,74.0,64.0,IS,Influencer-Steadiness,,136.0,18.0,4.0
EMP101408,99.0,35.0,,Steadiness-Influencer,INTP,102.0,18.0,3.0
EMP101409,70.0,57.0,DS,Dominant-Steadiness,INFJ,103.0,26.0,5.0
EMP101410,58.0,67.0,CD,Conscientious-Dominant,ENFJ,91.0,33.0,2.0
EMP101411,63.0,84.0,DC,Dominant-Conscientious,ESTP,,30.0,10.0
EMP101412,86.0,64.0,,Dominant-Conscientious,ISTP,,19.0,5.0
EMP101413,76.0,82.0,CI,Conscientious-Influencer,ENFP,104.0,29.0,3.0
EMP101414,83.0,44.0,SC,Steadiness-Conscientious,ENTJ,127.0,19.0,9.0
EMP101415,26.0,68.0,,Conscientious-Dominant,ENFP,96.0,21.0,4.0
EMP101416,89.0,78.0,DS,Dominant-Steadiness,ESTP,,,1.0
EMP101417,87.0,55.0,IC,Influencer-Conscientious,INFP,127.0,29.0,1.0
EMP101418,40.0,32.0,SC,Steadiness-Conscientious,INFJ,105.0,36.0,1.0
EMP101419,38.0,31.0,SI,Steadiness-Influencer,ESTP,87.0,36.0,10.0
EMP101420,23.0,43.0,,Conscientious-Steadiness,ENFP,95.0,30.0,4.0
EMP101421,97.0,87.0,IS,Influencer-Steadiness,ENTJ,119.0,22.0,6.0
EMP101422,38.0,72.0,ID,Influencer-Dominant,INFJ,120.0,27.0,5.0
EMP101423,25.0,45.0,ID,Influencer-Dominant,,111.0,33.0,8.0
EMP101424,33.0,93.0,CS,Conscientious-Steadiness,ENFJ,,32.0,8.0
EMP101425,95.0,44.0,CD,Conscientious-Dominant,ENFJ,,,3.0
EMP101426,84.0,29.0,CS,Conscientious-Steadiness,ESFP,107.0,32.0,6.0
EMP101427,87.0,68.0,,Steadiness-Dominant,ESTJ,,,3.0
EMP101428,42.0,59.0,CI,Conscientious-Influencer,,,30.0,7.0
EMP101429,22.0,25.0,CS,Conscientious-Steadiness,ENFJ,80.0,33.0,3.0
EMP101430,88.0,90.0,DI,Dominant-Influencer,ENTJ,139.0,29.0,6.0
EMP101431,33.0,54.0,ID,Influencer-Dominant,ISFJ,,,5.0
EMP101432,62.0,45.0,SI,Steadiness-Influencer,ISFJ,,,10.0
EMP101433,94.0,70.0,DS,Dominant-Steadiness,ISFP,124.0,29.0,10.0
EMP101434,89.0,93.0,ID,Influencer-Dominant,INFJ,,,8.0
EMP101435,59.0,92.0,CS,Conscientious-Steadiness,ISFP,,,6.0
EMP101436,48.0,69.0,CD,Conscientious-Dominant,ESFP,80.0,25.0,3.0
EMP101437,75.0,47.0,CD,Conscientious-Dominant,INTJ,125.0,35.0,2.0
EMP101438,57.0,62.0,SI,Steadiness-Influencer,,140.0,27.0,6.0
EMP101439,27.0,32.0,,Dominant-Influencer,ISFP,123.0,25.0,9.0
EMP101440,22.0,71.0,IC,Influencer-Conscientious,,119.0,24.0,1.0
EMP101441,97.0,27.0,DS,Dominant-Steadiness,ENFJ,134.0,26.0,8.0
EMP101442,28.0,88.0,DC,Dominant-Conscientious,ESTJ,94.0,17.0,8.0
EMP101443,76.0,32.0,SI,Steadiness-Influencer,ESFJ,92.0,20.0,7.0
EMP101444,24.0,88.0,CD,Conscientious-Dominant,ISFP,86.0,19.0,6.0
EMP101445,95.0,96.0,SI,Steadiness-Influencer,ESTP,108.0,25.0,8.0
EMP101446,65.0,65.0,SI,Steadiness-Influencer,ENTP,94.0,18.0,5.0
EMP101447,22.0,83.0,DC,Dominant-Conscientious,ENTP,94.0,31.0,4.0
EMP101448,67.0,27.0,IC,Influencer-Conscientious,,,,8.0
EMP101449,62.0,77.0,IS,Influencer-Steadiness,ESFJ,117.0,23.0,7.0
EMP101450,71.0,63.0,ID,Influencer-Dominant,INTJ,98.0,29.0,6.0
EMP101451,100.0,76.0,DC,Dominant-Conscientious,INTJ,125.0,25.0,6.0
EMP101452,97.0,52.0,DS,Dominant-Steadiness,INTP,128.0,20.0,9.0
EMP101453,75.0,53.0,ID,Influencer-Dominant,ESFP,106.0,27.0,8.0
EMP101454,20.0,63.0,CD,Conscientious-Dominant,,,40.0,6.0
EMP101455,39.0,56.0,CI,Conscientious-Influencer,ESFJ,83.0,26.0,10.0
EMP101456,99.0,29.0,,Dominant-Influencer,ESFP,123.0,34.0,8.0
EMP101457,85.0,51.0,CI,Conscientious-Influencer,ESTJ,125.0,15.0,8.0
EMP101458,39.0,46.0,,Influencer-Dominant,ENFP,104.0,33.0,5.0
EMP101459,74.0,76.0,DC,Dominant-Conscientious,ISFP,98.0,30.0,4.0
EMP101460,67.0,22.0,IC,Influencer-Conscientious,,90.0,31.0,1.0
EMP101461,88.0,37.0,IS,Influencer-Steadiness,INTJ,80.0,33.0,2.0
EMP101462,79.0,41.0,DS,Dominant-Steadiness,INFP,137.0,31.0,1.0
EMP101463,85.0,87.0,SD,Steadiness-Dominant,INFP,88.0,27.0,10.0
EMP101464,94.0,90.0,DS,Dominant-Steadiness,ISTJ,129.0,29.0,2.0
EMP101465,83.0,84.0,CS,Conscientious-Steadiness,INFJ,94.0,22.0,6.0
EMP101466,45.0,93.0,IC,Influencer-Conscientious,ESFJ,,,2.0
EMP101467,29.0,26.0,CD,Conscientious-Dominant,ISFP,89.0,23.0,10.0
EMP101468,35.0,20.0,DS,Dominant-Steadiness,ESTJ,140.0,25.0,3.0
EMP101469,63.0,96.0,CI,Conscientious-Influencer,ENFJ,136.0,27.0,1.0
EMP101470,64.0,75.0,DI,Dominant-Influencer,ESFJ,82.0,35.0,8.0
EMP101471,86.0,62.0,SI,Steadiness-Influencer,INTJ,,,7.0
EMP101472,70.0,58.0,CI,Conscientious-Influencer,INTP,93.0,24.0,3.0
EMP101473,76.0,37.0,IC,Influencer-Conscientious,INFJ,106.0,13.0,4.0
EMP101474,61.0,22.0,SC,Steadiness-Conscientious,ENFP,127.0,28.0,5.0
EMP101475,73.0,53.0,IC,Influencer-Conscientious,ENTJ,127.0,24.0,6.0
EMP101476,27.0,88.0,SD,Steadiness-Dominant,ENTJ,137.0,32.0,5.0
EMP101477,95.0,51.0,IC,Influencer-Conscientious,ESFJ,86.0,24.0,9.0
EMP101478,34.0,73.0,DI,Dominant-Influencer,ENTP,88.0,24.0,5.0
EMP101479,26.0,62.0,,Influencer-Dominant,ENFJ,84.0,32.0,3.0
EMP101480,52.0,64.0,CD,Conscientious-Dominant,INTJ,105.0,22.0,3.0
EMP101481,70.0,93.0,DI,Dominant-Influencer,ENFJ,105.0,35.0,5.0
EMP101482,38.0,76.0,CD,Conscientious-Dominant,ENFJ,116.0,20.0,10.0
EMP101483,76.0,47.0,CD,Conscientious-Dominant,ESTP,133.0,27.0,7.0
EMP101484,48.0,40.0,DI,Dominant-Influencer,ENTJ,,,7.0
EMP101485,91.0,90.0,DS,Dominant-Steadiness,ENFP,85.0,20.0,2.0
EMP101486,35.0,97.0,CD,Conscientious-Dominant,INTP,103.0,28.0,9.0
EMP101487,95.0,74.0,CD,Conscientious-Dominant,INFP,85.0,26.0,8.0
EMP101488,35.0,88.0,,Steadiness-Dominant,ESFP,,,6.0
EMP101489,61.0,88.0,IS,Influencer-Steadiness,ESFJ,,,7.0
EMP101490,69.0,31.0,SC,Steadiness-Conscientious,INTP,,,10.0
EMP101491,82.0,37.0,DI,Dominant-Influencer,INTJ,110.0,27.0,9.0
EMP101492,58.0,41.0,CI,Conscientious-Influencer,INTP,,29.0,10.0
EMP101493,67.0,94.0,IS,Influencer-Steadiness,,90.0,26.0,3.0
EMP101494,88.0,22.0,SD,Steadiness-Dominant,ESTP,88.0,34.0,3.0
EMP101495,59.0,69.0,CS,Conscientious-Steadiness,ESTJ,98.0,22.0,2.0
EMP101496,21.0,69.0,ID,Influencer-Dominant,ISFP,85.0,21.0,6.0
EMP101497,49.0,44.0,ID,Influencer-Dominant,INFJ,117.0,25.0,3.0
EMP101498,64.0,100.0,IC,Influencer-Conscientious,INTJ,,,8.0
EMP101499,36.0,54.0,DC,Dominant-Conscientious,ISTJ,,,3.0
EMP101500,32.0,94.0,ID,Influencer-Dominant,ENFJ,138.0,17.0,4.0
EMP101501,66.0,59.0,SC,Steadiness-Conscientious,ESFP,139.0,20.0,7.0
EMP101502,96.0,66.0,SI,Steadiness-Influencer,ENFP,138.0,18.0,8.0
EMP101503,30.0,30.0,DI,Dominant-Influencer,,138.0,36.0,4.0
EMP101504,96.0,34.0,DC,Dominant-Conscientious,INFJ,96.0,30.0,10.0
EMP101505,93.0,28.0,CS,Conscientious-Steadiness,,,,2.0
EMP101506,56.0,88.0,SD,Steadiness-Dominant,ISFJ,100.0,27.0,8.0
EMP101507,97.0,49.0,CI,Conscientious-Influencer,INTP,,,4.0
EMP101508,87.0,34.0,DS,Dominant-Steadiness,ESTP,132.0,23.0,4.0
EMP101509,74.0,74.0,DC,Dominant-Conscientious,,134.0,26.0,1.0
EMP101510,83.0,56.0,CI,Conscientious-Influencer,ISFJ,128.0,17.0,4.0
EMP101511,73.0,63.0,ID,Influencer-Dominant,ESTP,,,10.0
EMP101512,55.0,26.0,,Influencer-Dominant,ENTP,136.0,27.0,5.0
EMP101513,69.0,37.0,IC,Influencer-Conscientious,ESFJ,,,6.0
EMP101514,31.0,93.0,,Dominant-Influencer,ESFP,94.0,27.0,3.0
EMP101515,87.0,91.0,CS,Conscientious-Steadiness,ESFP,122.0,37.0,6.0
EMP101516,85.0,76.0,,Steadiness-Dominant,ESFP,85.0,30.0,4.0
EMP101517,77.0,48.0,DI,Dominant-Influencer,ESFP,,,1.0
EMP101518,27.0,59.0,SI,Steadiness-Influencer,ISTJ,125.0,34.0,9.0
EMP101519,71.0,48.0,IC,Influencer-Conscientious,INFJ,120.0,29.0,5.0
EMP101520,82.0,79.0,CS,Conscientious-Steadiness,inftj,100.0,24.0,5.0
EMP101521,59.0,99.0,DS,Dominant-Steadiness,INFP,104.0,36.0,10.0
EMP101522,28.0,95.0,IC,Influencer-Conscientious,ENFP,139.0,19.0,1.0
EMP101523,20.0,76.0,,Dominant-Influencer,ISTJ,123.0,26.0,9.0
EMP101524,68.0,35.0,SC,Steadiness-Conscientious,ISTJ,,,6.0
EMP101525,69.0,99.0,CI,Conscientious-Influencer,ISTJ,99.0,39.0,3.0
EMP101526,79.0,53.0,DI,Dominant-Influencer,ISFP,,,9.0
EMP101527,27.0,74.0,SD,Steadiness-Dominant,ESTP,99.0,24.0,9.0
EMP101528,65.0,34.0,IS,Influencer-Steadiness,INTJ,129.0,24.0,9.0
EMP101529,28.0,78.0,CD,Conscientious-Dominant,ISTP,84.0,29.0,3.0
EMP101530,65.0,89.0,DS,Dominant-Steadiness,,86.0,22.0,4.0
EMP101531,99.0,53.0,,Dominant-Influencer,ISTP,93.0,29.0,2.0
EMP101532,31.0,65.0,DI,Dominant-Influencer,ISFJ,134.0,23.0,3.0
EMP101533,24.0,91.0,DC,Dominant-Conscientious,ENFP,135.0,23.0,3.0
EMP101534,61.0,62.0,,Steadiness-Conscientious,ENFP,114.0,21.0,4.0
EMP101535,31.0,58.0,DI,Dominant-Influencer,ESTP,130.0,32.0,3.0
EMP101536,95.0,59.0,SD,Steadiness-Dominant,,100.0,23.0,2.0
EMP101537,37.0,54.0,IC,Influencer-Conscientious,ISTP,,,10.0
EMP101538,99.0,93.0,SC,Steadiness-Conscientious,ESTP,99.0,28.0,1.0
EMP101539,91.0,63.0,CS,Conscientious-Steadiness,ESFP,85.0,16.0,5.0
EMP101540,87.0,90.0,DS,Dominant-Steadiness,,85.0,19.0,6.0
EMP101541,45.0,24.0,ID,Influencer-Dominant,,89.0,24.0,1.0
EMP101542,94.0,46.0,SD,Steadiness-Dominant,INTP,114.0,30.0,8.0
EMP101543,88.0,75.0,CS,Conscientious-Steadiness,ENTJ,82.0,17.0,10.0
EMP101544,52.0,31.0,,Conscientious-Dominant,INFJ,123.0,37.0,4.0
EMP101545,40.0,98.0,CI,Conscientious-Influencer,ISFP,130.0,25.0,2.0
EMP101546,68.0,20.0,DC,Dominant-Conscientious,ISTP,88.0,21.0,5.0
EMP101547,31.0,61.0,IS,Influencer-Steadiness,ISFJ,136.0,29.0,3.0
EMP101548,54.0,25.0,,Steadiness-Dominant,INTP,103.0,41.0,9.0
EMP101549,49.0,82.0,ID,Influencer-Dominant,INFP,88.0,31.0,1.0
EMP101550,55.0,90.0,IC,Influencer-Conscientious,ESFJ,,31.0,3.0
EMP101551,96.0,64.0,CS,Conscientious-Steadiness,INFP,86.0,34.0,4.0
EMP101552,28.0,37.0,CS,Conscientious-Steadiness,ESFP,129.0,30.0,8.0
EMP101553,89.0,68.0,DC,Dominant-Conscientious,ISTP,,,3.0
EMP101554,37.0,97.0,SC,Steadiness-Conscientious,ENFP,97.0,28.0,4.0
EMP101555,100.0,69.0,,Steadiness-Influencer,ESFJ,116.0,37.0,8.0
EMP101556,76.0,38.0,SI,Steadiness-Influencer,ESFP,100.0,33.0,8.0
EMP101557,24.0,39.0,CD,Conscientious-Dominant,ENFJ,93.0,33.0,8.0
EMP101558,98.0,42.0,SC,Steadiness-Conscientious,ENTP,113.0,29.0,10.0
EMP101559,97.0,83.0,CD,Conscientious-Dominant,INTP,86.0,33.0,3.0
EMP101560,60.0,82.0,,Steadiness-Conscientious,,86.0,22.0,5.0
EMP101561,20.0,67.0,SI,Steadiness-Influencer,ENTJ,138.0,34.0,5.0
EMP101562,25.0,27.0,IC,Influencer-Conscientious,INFJ,137.0,27.0,10.0
EMP101563,48.0,21.0,DS,Dominant-Steadiness,ISTP,,,10.0
EMP101564,89.0,63.0,SI,Steadiness-Influencer,INTJ,,29.0,10.0
EMP101565,34.0,21.0,CI,Conscientious-Influencer,,,,3.0
EMP101566,78.0,30.0,CI,Conscientious-Influencer,ESFP,139.0,21.0,8.0
EMP101567,96.0,93.0,IC,Influencer-Conscientious,ESFP,136.0,25.0,1.0
EMP101568,65.0,28.0,IS,Influencer-Steadiness,INTP,108.0,35.0,5.0
EMP101569,35.0,38.0,SI,Steadiness-Influencer,ISTP,117.0,27.0,3.0
EMP101570,95.0,83.0,SC,Steadiness-Conscientious,INFJ,98.0,30.0,2.0
EMP101571,98.0,55.0,SI,Steadiness-Influencer,,112.0,36.0,2.0
EMP101572,51.0,23.0,CD,Conscientious-Dominant,ESTJ,94.0,27.0,9.0
EMP101573,72.0,76.0,DC,Dominant-Conscientious,ESTP,138.0,17.0,3.0
EMP101574,45.0,97.0,SD,Steadiness-Dominant,,138.0,37.0,7.0
EMP101575,24.0,25.0,,Influencer-Steadiness,ISTJ,,,4.0
EMP101576,74.0,57.0,,Influencer-Dominant,INFP,139.0,28.0,2.0
EMP101577,92.0,43.0,ID,Influencer-Dominant,ISTJ,,,2.0
EMP101578,89.0,20.0,CD,Conscientious-Dominant,ENTP,139.0,35.0,6.0
EMP101579,54.0,87.0,CI,Conscientious-Influencer,INFP,,,6.0
EMP101580,21.0,94.0,SI,Steadiness-Influencer,ESTJ,,,1.0
EMP101581,55.0,36.0,IS,Influencer-Steadiness,ESFJ,84.0,29.0,7.0
EMP101582,47.0,86.0,DI,Dominant-Influencer,ISTP,116.0,23.0,7.0
EMP101583,49.0,63.0,DC,Dominant-Conscientious,ISTP,125.0,39.0,5.0
EMP101584,31.0,21.0,SD,Steadiness-Dominant,ISTJ,81.0,29.0,1.0
EMP101585,84.0,84.0,IC,Influencer-Conscientious,ESTJ,98.0,22.0,10.0
EMP101586,87.0,29.0,CS,Conscientious-Steadiness,ISTP,128.0,20.0,5.0
EMP101587,34.0,81.0,CI,Conscientious-Influencer,INTJ,138.0,25.0,6.0
EMP101588,81.0,36.0,CI,Conscientious-Influencer,ENTJ,128.0,26.0,10.0
EMP101589,84.0,86.0,,Influencer-Steadiness,ISTJ,121.0,29.0,9.0
EMP101590,87.0,25.0,CD,Conscientious-Dominant,ENFJ,105.0,38.0,7.0
EMP101591,60.0,85.0,,Conscientious-Dominant,ENFP,117.0,32.0,3.0
EMP101592,31.0,79.0,SD,Steadiness-Dominant,INTP,,,9.0
EMP101593,24.0,72.0,SC,Steadiness-Conscientious,ESFP,,26.0,8.0
EMP101594,90.0,95.0,IC,Influencer-Conscientious,ENFP,,,5.0
EMP101595,33.0,72.0,CS,Conscientious-Steadiness,ESFP,89.0,27.0,3.0
EMP101596,61.0,74.0,SD,Steadiness-Dominant,ISFP,112.0,24.0,10.0
EMP101597,93.0,83.0,SD,Steadiness-Dominant,ISFJ,137.0,38.0,4.0
EMP101598,26.0,37.0,CS,Conscientious-Steadiness,INTP,,,5.0
